Public Food Key,Name,Description
F003760,"Eggplant, unpeeled, fresh, grilled, no added fat","A smooth, shiny deep purple-blackish skinned vegetable with a creamy white interior with many small light brown seeds dispersed through the flesh. Grilled with no added fat."
F003759,"Eggplant, unpeeled, fresh, baked, no added fat","A smooth, shiny deep purple-blackish skinned vegetable with a creamy white interior with many small light brown seeds dispersed through the flesh. Baked with no added fat."
F003784,"Endive, fresh, raw","A salad leaf vegetable made up of rosette of green curly leaves, darker at tips and lighter in the centre. Uncooked."
F003820,"Fennel, fresh, raw","A light green coloured, short, bulbous, aniseed flavoured celery-like shoot. Its feathery green leaves are used as a herb and its seeds are used in bread, pastries, pasta and pickles. Uncooked."
F003819,"Fennel, fresh, boiled, drained","A light green-coloured, short, bulbous, aniseed flavoured celery-like shoot. Boiled in unsalted water without added fat, then drained."
F004193,"Garlic, peeled, fresh, raw","Bulb made up of segments called cloves, covered by a papery shell. Uncooked."
F004192,"Garlic, peeled, fresh, fried, no added fat","Bulb made up of segments called cloves, covered by a papery shell. Fried without added fat."
F004206,"Gherkin, pickled, drained, commercial","Small whole cucumbers, known as gherkins, pickled in acidified brine, then drained."
F004213,"Ginger, peeled, fresh, raw",Thick tuberous vegetable with brown skin and pale yellow flesh. Uncooked.
F004212,"Ginger, peeled, fresh, fried, no added fat",Thick tuberous vegetable with brown skin and pale yellow flesh. Fried without added fat.
F004781,"Kale, raw","A vegetable with long, green to purple leaves that can be flat or crinkled."
F004820,"Kohlrabi, peeled, fresh, raw","A round, turnip like, purple or light green globe, with several stalks that sprout green leaves. Peeled and uncooked."
F004819,"Kohlrabi, peeled, fresh, boiled, drained","A round, turnip like, purple or light green globe, with several stalks that sprout green leaves. Peeled and boiled in unsalted water, without added fat, then drained."
F005164,"Leek, fresh, raw","Long and cylindrical in shape, with thick white stalks and green fan-shaped leaves. Uncooked."
F005163,"Leek, fresh, fried, no added fat","Long and cylindrical in shape, with thick white stalks and green fan-shaped leaves. Fried without added fat."
F005162,"Leek, fresh, boiled, drained","Long and cylindrical in shape, with thick white stalks and green fan-shaped leaves. Boiled in unsalted water, without added fat, then drained."
F005191,"Lettuce, cos, raw","Green, crisp, elongated leaves, tightly wrapped to form an elongated head. Uncooked."
F005192,"Lettuce, iceberg, raw","Round in shape, with packed layers of crisp green leaves. Uncooked."
F005193,"Lettuce, mignonette, raw","Round in shape, with curled layers of crisp leaves which vary in colour from green to deep red/purple. Uncooked."
F005513,"Melon, bitter, fresh, raw",Cylindrically shaped fruiting vegetables that turns orange to red in colour when ripe. The raw flesh is bitter tasting. Uncooked.
F005514,"Melon, hairy, fresh, raw","A long, thin, green fruiting vegetable with a smooth waxy rind covered in short fine hairs. Uncooked."
F005700,"Mint, fresh, raw","Fresh medium sized green leaves, with a distinct sweet smell and taste. Uncooked."
F005813,"Mixed vegetables, purchased frozen, carrot, corn & pea/bean, boiled, drained","Commercial frozen mix of vegetables that includes carrot, peas, swede, green beans and sweetcorn. Boiled in unsalted water, without added fat, then drained."
F005946,"Mushroom, common, fresh, raw","Cultivated mushrooms that are cream in colour with brown gills, a rounded cap and thick stem and varying in size. It includes mushrooms described as button and flat. Uncooked."
F005945,"Mushroom, common, fresh, fried, no added fat","Cultivated mushrooms that are cream in colour with brown gills, a rounded cap and thick stem. Vary in size and includes mushrooms described as button and flat. Fried without added fat."
F005949,"Mushroom, common, vitamin D enhanced, fresh, raw","Cultivated vitamin D enriched mushrooms that are cream in colour with brown gills, a rounded cap and thick stem. Vary in size and includes mushrooms described as button and flat. Uncooked."
F005948,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat","Cultivated, vitamin D enriched mushrooms that are cream in colour with brown gills, a rounded cap and thick stem. Vary in size and includes mushrooms described as button and flat. Fried without added fat."
F006195,"Okra, raw","Short, thin, green seed pod with pronounced ridges running from stem to tip. Uncooked."
F006194,"Okra, cooked, no added fat","Short, thin, green seed pod with pronounced ridges running from stem to tip. Cooked without added fat."
F006198,"Olive, green or black, drained","Pickled fruit of the olive tree, preserved in brine and/or oil, then drained."
F006225,"Onion, mature, brown skinned, peeled, raw",A bulb with thin outer layers of brown skin and layers of white flesh tightly wrapped together. Edible portion includes flesh only. Uncooked.
F006224,"Onion, mature, brown skinned, peeled, fresh, fried, no added fat",A bulb with thin outer layers of brown skin and layers of white flesh tightly wrapped together. Peeled and fried without added fat.
F006243,"Onion, mature, white skinned, peeled, fresh, raw",A bulb with thin outer layers of white skin and layers of white flesh tightly wrapped together. Edible portion includes flesh only. Uncooked.
F006242,"Onion, mature, white skinned, peeled, fresh, fried, no added fat",A bulb with thin outer layers of white skin and layers of white flesh tightly wrapped together. Peeled and fried without added fat.
F006250,"Onion, spring, fresh, raw",Small white immature onion with long thin green stalks. Uncooked.
F006249,"Onion, spring, fresh, fried, no added fat",Small white onion with long thin green stalks. Fried without added fat.
F006321,"Parsley, continental, fresh, raw",Long stemmed herb with large flat bright green leaves. Uncooked.
F006322,"Parsley, curly, fresh, raw",Long stemmed herb with bright green frilly leaves. Uncooked.
F006328,"Parsnip, peeled, fresh, raw",A white root vegetable shaped like a carrot. Peeled and uncooked.
F006326,"Parsnip, peeled, fresh, baked, no added fat","A white root vegetable shaped like a carrot. Peeled, chopped and baked without added fat."
F006327,"Parsnip, peeled, fresh, boiled, drained","A white root vegetable shaped like a carrot. Peeled, chopped and boiled in unsalted water without added fat, then drained."
F006536,"Pea, green, fresh, raw",A small round green seed. Uncooked.
F006535,"Pea, green, fresh, boiled, drained","A fresh small round green seed. Boiled in unsalted water without added fat, then drained."
F006538,"Pea, green, frozen, boiled, drained","A small round green seed, purchased commercially frozen. Boiled at home in unsalted water, without added fat, then drained."
F007235,"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted","Chips made from peeled potatoes. Long and rectangular in shape, approximately 1 cm wide, deep fried in blended frying fat and salted after cooking. Purchased hot from fast food outlets."
F007236,"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted","Chips made from peeled potatoes. Long and rectangular in shape, approximately 1 cm wide, deep fried in monounsaturated frying fat and salted after cooking. Purchased hot from a fast food outlet."
F007238,"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted","Chips made from peeled potatoes. Long and rectangular in shape, approximately 1 cm wide, deep fried in blended frying fat and salted after cooking. Purchased hot from an independent takeaway outlet."
F007242,"Potato, chips, regular, purchased frozen, baked, no added fat","Potato chips, par-fried in canola oil and purchased commercially frozen. Baked at home without added fat until golden brown."
F007247,"Potato, coliban, peeled, raw","Round in shape, with a smooth whitish skin. Peeled and uncooked."
F007244,"Potato, coliban, peeled, baked, no added fat","Round in shape, with a smooth whitish skin. Peeled, chopped and baked without added fat."
F007245,"Potato, coliban, peeled, boiled, drained","Round in shape with a whitish skin. Peeled and boiled in unsalted water, without added fat, then drained."
F007254,"Potato, desiree, peeled, raw","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and uncooked."
F007250,"Potato, desiree, peeled, baked, no added fat","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled, chopped and baked without added fat."
F007252,"Potato, desiree, peeled, boiled, drained","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and boiled in unsalted water, without added fat, then drained."
F007308,"Potato, new, peeled, raw","Immature potatoes, small and round in shape with a flimsy, parchment-like skin. Peeled and uncooked."
F007305,"Potato, new, peeled, baked, no added fat","Immature potatoes, small and round in shape with a flimsy, parchment-like skin. Peeled and baked without added fat."
F007306,"Potato, new, peeled, boiled, drained","Immature potatoes, small and round in shape with a flimsy, parchment-like skin. Peeled and boiled in unsalted water, without added fat, then drained."
F007325,"Potato, pale skin, peeled, raw","Round in shape, with a smooth whitish skin. Peeled and uncooked."
F007314,"Potato, pale skin, peeled, baked, no added fat","Round in shape, with a smooth whitish skin. Peeled, halved and baked without added fat."
F007320,"Potato, pale skin, peeled, boiled, drained","Round in shape with a whitish skin. Peeled and boiled in unsalted water, without added fat, then drained."
F007361,"Potato, pontiac, peeled, raw","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and uncooked."
F007358,"Potato, pontiac, peeled, baked, no added fat","Round in shape, with a pink to red smooth skin and a creamy yellow flesh. Peeled and baked without added fat."
